순위,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
39,최준용,21롯, 1.94 , 44 , 0 , 0 , 0 , 4 , 2 , 1 , 20 , 47.1 , 16 , 15 , 195 , 41 , 7 , 0 , 6 , 16 , 3 , 1 , 45 , 0 , 1 , 2.85 , 3.97 , 1.20 , 159.4 , 112.5 , 2.28 
40,쿠에바스,21K, 1.94 , 23 , 1 , 1 , 23 , 9 , 4 , 0 , 0 , 133.1 , 68 , 61 , 580 , 131 , 21 , 3 , 11 , 51 , 0 , 3 , 137 , 0 , 6 , 4.12 , 3.57 , 1.37 , 109.1 , 124.8 , 0.02 
41,이정용,21L, 1.88 , 66 , 0 , 0 , 0 , 3 , 3 , 0 , 15 , 69.2 , 25 , 23 , 284 , 55 , 13 , 2 , 4 , 23 , 1 , 1 , 74 , 0 , 0 , 2.97 , 2.95 , 1.12 , 145.2 , 146.9 , 1.11 
42,이용찬,21N, 1.71 , 39 , 0 , 0 , 0 , 1 , 3 , 16 , 3 , 37.0 , 11 , 9 , 151 , 27 , 4 , 0 , 2 , 11 , 3 , 1 , 35 , 1 , 2 , 2.19 , 2.87 , 1.03 , 207.4 , 156.6 , 0.12 
43,서진용,21S, 1.70 , 65 , 0 , 0 , 0 , 7 , 5 , 9 , 3 , 67.1 , 28 , 25 , 297 , 57 , 8 , 1 , 9 , 43 , 7 , 0 , 62 , 0 , 3 , 3.34 , 4.83 , 1.49 , 134.3 , 94.3 , -1.92 
44,정찬헌,21L키, 1.67 , 23 , 1 , 1 , 23 , 9 , 5 , 0 , 0 , 114.1 , 55 , 51 , 497 , 133 , 23 , 2 , 6 , 27 , 0 , 6 , 59 , 0 , 3 , 4.01 , 3.85 , 1.40 , 108.9 , 113.4 , 0.71 
45,김태훈,21키, 1.66 , 66 , 0 , 0 , 0 , 4 , 2 , 11 , 15 , 64.1 , 26 , 23 , 282 , 60 , 10 , 0 , 1 , 33 , 2 , 1 , 52 , 1 , 3 , 3.22 , 3.41 , 1.45 , 137.8 , 128.7 , 1.35 
46,박종훈,21S, 1.61 , 9 , 0 , 0 , 9 , 4 , 2 , 0 , 0 , 54.1 , 19 , 17 , 222 , 40 , 7 , 0 , 2 , 17 , 0 , 7 , 41 , 2 , 0 , 2.82 , 3.63 , 1.05 , 159.3 , 124.6 , 1.02 
47,최채흥,21삼, 1.55 , 26 , 1 , 0 , 20 , 5 , 9 , 0 , 2 , 122.1 , 66 , 62 , 538 , 143 , 21 , 2 , 16 , 37 , 1 , 2 , 82 , 1 , 4 , 4.56 , 4.62 , 1.47 , 99.0 , 98.3 , -0.37 
48,윤대경,21한, 1.50 , 43 , 0 , 0 , 9 , 2 , 5 , 0 , 7 , 77.2 , 35 , 34 , 337 , 73 , 13 , 0 , 8 , 34 , 2 , 6 , 54 , 0 , 3 , 3.94 , 4.75 , 1.38 , 111.2 , 93.8 , 0.86 
49,브리검,21키, 1.44 , 10 , 0 , 0 , 10 , 7 , 3 , 0 , 0 , 61.0 , 25 , 20 , 250 , 49 , 8 , 0 , 6 , 26 , 0 , 4 , 49 , 0 , 3 , 2.95 , 4.48 , 1.23 , 150.2 , 96.4 , 0.30 
50,한현희,21키, 1.38 , 18 , 0 , 0 , 15 , 6 , 2 , 0 , 1 , 85.2 , 42 , 37 , 372 , 86 , 20 , 0 , 4 , 30 , 0 , 6 , 61 , 0 , 3 , 3.89 , 3.78 , 1.35 , 114.1 , 115.7 , 0.47 
51,주권,21K, 1.38 , 62 , 0 , 0 , 0 , 3 , 4 , 0 , 27 , 49.0 , 19 , 18 , 208 , 48 , 7 , 1 , 3 , 19 , 2 , 1 , 19 , 0 , 1 , 3.31 , 4.46 , 1.37 , 135.9 , 99.5 , 0.65 
52,임찬규,21L, 1.38 , 17 , 0 , 0 , 17 , 1 , 8 , 0 , 0 , 90.2 , 45 , 39 , 387 , 76 , 9 , 3 , 7 , 41 , 1 , 3 , 67 , 0 , 5 , 3.87 , 4.28 , 1.29 , 111.4 , 101.1 , 0.15 
53,이민호,21L, 1.35 , 25 , 0 , 0 , 22 , 8 , 9 , 0 , 0 , 115.0 , 58 , 55 , 477 , 89 , 17 , 0 , 13 , 45 , 1 , 14 , 100 , 0 , 6 , 4.30 , 4.58 , 1.17 , 100.2 , 93.7 , 0.13 
54,곽빈,21두, 1.34 , 21 , 0 , 0 , 21 , 4 , 7 , 0 , 0 , 98.2 , 50 , 45 , 455 , 78 , 17 , 3 , 7 , 79 , 0 , 12 , 96 , 1 , 6 , 4.10 , 5.08 , 1.59 , 105.1 , 85.6 , -0.30 
55,문승원,21S, 1.33 , 9 , 0 , 0 , 9 , 2 , 2 , 0 , 0 , 50.1 , 20 , 16 , 212 , 42 , 14 , 0 , 1 , 18 , 0 , 2 , 32 , 0 , 1 , 2.86 , 3.51 , 1.19 , 156.8 , 127.9 , 0.31 
56,이인복,21롯, 1.31 , 25 , 0 , 0 , 8 , 3 , 0 , 0 , 1 , 61.1 , 31 , 28 , 271 , 75 , 17 , 3 , 5 , 14 , 1 , 5 , 45 , 0 , 0 , 4.11 , 3.81 , 1.45 , 110.6 , 117.3 , 0.08 
57,구승민,21롯, 1.27 , 68 , 0 , 0 , 0 , 6 , 5 , 0 , 20 , 62.1 , 30 , 30 , 262 , 47 , 7 , 2 , 5 , 31 , 0 , 4 , 65 , 1 , 4 , 4.33 , 3.97 , 1.25 , 104.9 , 112.4 , 0.30 
58,윤중현,21K, 1.25 , 30 , 0 , 0 , 13 , 5 , 6 , 0 , 2 , 82.2 , 44 , 36 , 373 , 91 , 7 , 1 , 7 , 31 , 0 , 14 , 33 , 0 , 2 , 3.92 , 5.27 , 1.48 , 113.5 , 84.3 , -0.31 
59,박시영,21K, 1.23 , 48 , 0 , 0 , 0 , 3 , 3 , 0 , 12 , 45.0 , 16 , 12 , 180 , 30 , 2 , 0 , 4 , 15 , 2 , 1 , 51 , 0 , 5 , 2.40 , 3.16 , 1.00 , 187.1 , 141.1 , -0.07 
60,조상우,21키, 1.19 , 44 , 0 , 0 , 0 , 6 , 5 , 15 , 5 , 44.0 , 18 , 17 , 187 , 30 , 5 , 0 , 4 , 19 , 2 , 2 , 47 , 0 , 2 , 3.48 , 3.67 , 1.11 , 127.5 , 116.9 , 1.02 
61,김민수,21K, 1.18 , 56 , 0 , 0 , 1 , 4 , 2 , 0 , 11 , 58.0 , 25 , 19 , 253 , 56 , 8 , 1 , 2 , 24 , 3 , 3 , 55 , 1 , 3 , 2.95 , 3.13 , 1.38 , 152.3 , 142.2 , -0.18 
62,심재민,21K, 1.17 , 28 , 0 , 0 , 2 , 0 , 1 , 0 , 1 , 46.2 , 15 , 15 , 189 , 41 , 4 , 0 , 4 , 11 , 1 , 0 , 35 , 0 , 0 , 2.89 , 3.59 , 1.11 , 155.3 , 123.8 , -0.07 
63,류진욱,21N, 1.15 , 44 , 0 , 0 , 0 , 1 , 0 , 1 , 7 , 43.1 , 15 , 10 , 190 , 40 , 6 , 1 , 2 , 22 , 0 , 0 , 31 , 0 , 4 , 2.08 , 4.03 , 1.43 , 218.6 , 111.9 , 0.55 
64,장지훈,21S, 1.11 , 60 , 0 , 0 , 0 , 2 , 5 , 1 , 10 , 80.1 , 40 , 35 , 342 , 84 , 12 , 2 , 6 , 19 , 1 , 4 , 51 , 1 , 1 , 3.92 , 3.86 , 1.28 , 114.4 , 117.5 , -0.67 
65,주현상,21한, 1.04 , 43 , 0 , 0 , 0 , 2 , 2 , 0 , 4 , 50.1 , 21 , 20 , 218 , 46 , 6 , 3 , 6 , 21 , 2 , 1 , 33 , 0 , 6 , 3.58 , 4.76 , 1.33 , 122.5 , 93.6 , -0.26 
66,소형준,21K, 1.02 , 24 , 0 , 0 , 24 , 7 , 7 , 0 , 0 , 119.0 , 67 , 55 , 521 , 123 , 17 , 0 , 6 , 51 , 1 , 4 , 85 , 0 , 5 , 4.16 , 3.92 , 1.46 , 108.0 , 113.3 , -0.52 
67,우규민,21삼, 1.02 , 60 , 0 , 0 , 0 , 3 , 3 , 2 , 24 , 49.0 , 22 , 18 , 213 , 58 , 4 , 1 , 5 , 9 , 1 , 2 , 35 , 0 , 1 , 3.31 , 3.84 , 1.37 , 136.5 , 118.1 , -0.84 
68,이현승,21두, 0.97 , 38 , 0 , 0 , 0 , 5 , 1 , 0 , 7 , 23.1 , 6 , 5 , 90 , 16 , 2 , 0 , 1 , 6 , 1 , 0 , 20 , 0 , 0 , 1.93 , 2.82 , 0.94 , 223.7 , 154.5 , 0.89 
69,홍성민,21N, 0.95 , 53 , 0 , 0 , 0 , 3 , 4 , 0 , 14 , 41.1 , 19 , 18 , 185 , 53 , 9 , 0 , 3 , 12 , 1 , 2 , 26 , 1 , 2 , 3.92 , 3.96 , 1.57 , 115.8 , 113.7 , -0.06 
70,김성민,21키, 0.95 , 47 , 0 , 0 , 0 , 2 , 3 , 1 , 11 , 46.2 , 21 , 17 , 218 , 43 , 7 , 0 , 4 , 35 , 2 , 6 , 36 , 0 , 1 , 3.28 , 5.41 , 1.67 , 135.2 , 80.4 , 0.05 
71,김재웅,21키, 0.95 , 51 , 0 , 0 , 0 , 0 , 1 , 1 , 11 , 53.1 , 24 , 21 , 243 , 49 , 2 , 0 , 5 , 33 , 3 , 1 , 47 , 0 , 2 , 3.54 , 4.53 , 1.54 , 125.1 , 95.2 , 0.82 
72,엄상백,21K, 0.94 , 10 , 0 , 0 , 9 , 4 , 1 , 0 , 0 , 52.2 , 24 , 24 , 228 , 41 , 10 , 0 , 7 , 28 , 0 , 3 , 45 , 0 , 0 , 4.10 , 5.12 , 1.31 , 109.5 , 86.7 , 0.03 
73,최성훈,21L, 0.92 , 46 , 0 , 0 , 0 , 1 , 1 , 0 , 3 , 40.2 , 14 , 11 , 179 , 40 , 7 , 1 , 2 , 19 , 1 , 1 , 33 , 0 , 0 , 2.43 , 3.75 , 1.45 , 177.2 , 116.2 , -0.22 
74,원종현,21N, 0.91 , 61 , 0 , 0 , 0 , 2 , 2 , 14 , 6 , 53.0 , 27 , 25 , 245 , 67 , 9 , 0 , 5 , 23 , 2 , 3 , 45 , 0 , 4 , 4.25 , 4.22 , 1.70 , 107.0 , 107.0 , -1.58 
75,진해수,21L, 0.89 , 50 , 0 , 0 , 0 , 1 , 0 , 0 , 5 , 44.1 , 17 , 12 , 188 , 41 , 4 , 0 , 2 , 18 , 1 , 3 , 39 , 0 , 1 , 2.44 , 3.51 , 1.33 , 177.1 , 124.1 , -0.19 
76,조현우,21K, 0.88 , 49 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 31.0 , 10 , 9 , 126 , 26 , 5 , 1 , 0 , 7 , 1 , 1 , 13 , 0 , 2 , 2.61 , 3.17 , 1.07 , 171.9 , 140.3 , 0.73 
77,박민호,21S, 0.82 , 40 , 0 , 0 , 0 , 4 , 0 , 0 , 5 , 41.0 , 18 , 18 , 177 , 45 , 5 , 0 , 3 , 11 , 0 , 4 , 19 , 0 , 0 , 3.95 , 4.45 , 1.37 , 113.6 , 101.5 , 0.16 
78,프랑코,21롯, 0.76 , 37 , 0 , 0 , 27 , 9 , 8 , 0 , 1 , 150.0 , 97 , 90 , 677 , 147 , 31 , 2 , 20 , 75 , 0 , 20 , 124 , 1 , 6 , 5.40 , 5.31 , 1.48 , 84.2 , 84.1 , -1.27 
79,이승진,21두, 0.73 , 47 , 0 , 0 , 0 , 1 , 4 , 2 , 13 , 48.1 , 24 , 21 , 210 , 41 , 3 , 0 , 3 , 31 , 2 , 2 , 28 , 2 , 2 , 3.91 , 4.91 , 1.49 , 110.3 , 88.8 , 0.25 
80,이창재,21K, 0.68 , 32 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 26.2 , 8 , 8 , 108 , 22 , 5 , 0 , 0 , 10 , 2 , 0 , 19 , 0 , 0 , 2.70 , 2.81 , 1.20 , 166.4 , 158.6 , 0.23 
81,라이블리,21삼, 0.66 , 7 , 0 , 0 , 7 , 0 , 1 , 0 , 0 , 33.1 , 16 , 15 , 140 , 23 , 6 , 0 , 4 , 13 , 0 , 5 , 38 , 0 , 0 , 4.05 , 4.23 , 1.08 , 111.5 , 107.0 , 0.33 
82,임준형,21L, 0.65 , 6 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 23.0 , 8 , 8 , 94 , 24 , 5 , 0 , 0 , 4 , 0 , 3 , 21 , 0 , 1 , 3.13 , 2.42 , 1.22 , 137.8 , 183.4 , 0.46 
83,백승현,21L, 0.61 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 16.2 , 4 , 4 , 66 , 13 , 2 , 0 , 0 , 4 , 0 , 2 , 10 , 0 , 0 , 2.16 , 3.21 , 1.02 , 199.7 , 138.1 , 0.51 
84,권휘,21두, 0.59 , 24 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 20.1 , 6 , 6 , 92 , 16 , 3 , 0 , 0 , 14 , 0 , 2 , 15 , 0 , 3 , 2.66 , 4.22 , 1.48 , 162.4 , 105.0 , 0.13 
85,김명신,21두, 0.57 , 58 , 0 , 0 , 1 , 3 , 2 , 0 , 2 , 67.0 , 37 , 32 , 289 , 72 , 14 , 3 , 6 , 14 , 1 , 6 , 43 , 0 , 1 , 4.30 , 4.06 , 1.28 , 100.3 , 105.9 , -0.19 
86,이대은,21K, 0.54 , 31 , 0 , 0 , 0 , 3 , 2 , 1 , 9 , 31.0 , 15 , 12 , 128 , 27 , 6 , 0 , 4 , 11 , 0 , 1 , 22 , 0 , 0 , 3.48 , 4.75 , 1.23 , 128.9 , 93.3 , -0.14 
87,최원태,21키, 0.54 , 28 , 0 , 0 , 28 , 9 , 11 , 0 , 0 , 143.1 , 89 , 73 , 643 , 163 , 21 , 3 , 11 , 53 , 2 , 10 , 93 , 0 , 3 , 4.58 , 4.31 , 1.51 , 96.7 , 100.8 , -0.71 
88,김윤식,21L, 0.53 , 35 , 0 , 0 , 3 , 7 , 4 , 0 , 1 , 66.2 , 37 , 32 , 301 , 65 , 9 , 2 , 3 , 36 , 2 , 6 , 56 , 2 , 0 , 4.32 , 4.04 , 1.52 , 99.8 , 108.1 , -0.54 
89,이재학,21N, 0.53 , 17 , 2 , 1 , 17 , 6 , 6 , 0 , 0 , 83.0 , 50 , 48 , 370 , 74 , 16 , 1 , 14 , 52 , 0 , 6 , 65 , 0 , 3 , 5.20 , 6.06 , 1.52 , 87.2 , 74.8 , -0.45 
90,안영명,21K, 0.51 , 35 , 0 , 0 , 0 , 0 , 1 , 0 , 4 , 35.1 , 17 , 16 , 145 , 24 , 3 , 0 , 2 , 11 , 0 , 1 , 32 , 0 , 0 , 4.08 , 3.28 , 0.99 , 110.2 , 135.9 , -0.13 
91,홍상삼,21K, 0.51 , 49 , 0 , 0 , 0 , 4 , 1 , 0 , 12 , 36.0 , 19 , 19 , 160 , 33 , 9 , 0 , 6 , 19 , 2 , 3 , 33 , 0 , 3 , 4.75 , 5.33 , 1.44 , 93.6 , 82.8 , 0.40 
92,윤정현,21키, 0.44 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 12.1 , 2 , 2 , 53 , 11 , 2 , 0 , 0 , 5 , 0 , 1 , 7 , 0 , 0 , 1.46 , 3.66 , 1.30 , 303.8 , 121.2 , 0.08 
93,송은범,21L, 0.43 , 35 , 0 , 0 , 0 , 2 , 2 , 0 , 4 , 37.1 , 18 , 17 , 155 , 34 , 7 , 0 , 1 , 13 , 1 , 2 , 19 , 0 , 4 , 4.10 , 3.79 , 1.26 , 105.3 , 116.0 , 0.37 
94,장민기,21K, 0.43 , 21 , 0 , 0 , 0 , 2 , 1 , 0 , 2 , 23.1 , 11 , 9 , 114 , 13 , 3 , 1 , 1 , 29 , 0 , 4 , 22 , 0 , 2 , 3.47 , 6.25 , 1.80 , 128.1 , 71.7 , -0.67 
95,최금강,21N, 0.41 , 20 , 0 , 0 , 0 , 2 , 1 , 1 , 0 , 28.0 , 14 , 14 , 129 , 29 , 6 , 0 , 4 , 17 , 0 , 2 , 25 , 0 , 3 , 4.50 , 5.44 , 1.64 , 100.9 , 83.2 , -0.36 
96,임창민,21N, 0.39 , 46 , 0 , 0 , 0 , 0 , 3 , 0 , 17 , 40.1 , 23 , 17 , 178 , 35 , 8 , 0 , 2 , 20 , 1 , 4 , 29 , 0 , 7 , 3.79 , 4.25 , 1.36 , 119.7 , 105.8 , 0.23 
97,김재열,21K, 0.39 , 24 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 32.2 , 18 , 14 , 152 , 28 , 4 , 0 , 4 , 18 , 0 , 4 , 18 , 1 , 1 , 3.86 , 5.84 , 1.41 , 115.3 , 76.0 , -0.19 
98,다카하시,21K, 0.37 , 7 , 0 , 0 , 7 , 1 , 3 , 0 , 0 , 36.2 , 22 , 20 , 168 , 46 , 4 , 0 , 4 , 12 , 0 , 4 , 46 , 0 , 4 , 4.91 , 3.55 , 1.58 , 90.6 , 125.6 , -0.32 
99,박진우,21N, 0.36 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 11.0 , 2 , 2 , 44 , 6 , 2 , 0 , 0 , 5 , 0 , 1 , 12 , 0 , 1 , 1.64 , 2.79 , 1.00 , 277.5 , 160.3 , -0.01 
100,최지광,21삼, 0.35 , 60 , 0 , 0 , 0 , 7 , 1 , 0 , 14 , 51.1 , 30 , 28 , 231 , 53 , 11 , 2 , 5 , 27 , 0 , 2 , 49 , 0 , 2 , 4.91 , 4.38 , 1.56 , 91.9 , 102.9 , 0.15 
101,김진영,21한, 0.35 , 20 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 18.1 , 8 , 8 , 81 , 16 , 3 , 0 , 2 , 14 , 2 , 0 , 8 , 0 , 1 , 3.93 , 5.84 , 1.64 , 111.5 , 76.5 , -0.10 
102,박치국,21두, 0.34 , 23 , 0 , 0 , 0 , 2 , 1 , 0 , 8 , 22.0 , 11 , 10 , 95 , 21 , 5 , 0 , 2 , 11 , 3 , 1 , 20 , 0 , 1 , 4.09 , 3.92 , 1.46 , 105.4 , 109.5 , 0.58 
103,김기중,21한, 0.33 , 15 , 0 , 0 , 12 , 2 , 4 , 0 , 0 , 53.2 , 32 , 28 , 260 , 63 , 10 , 1 , 4 , 36 , 2 , 4 , 36 , 2 , 0 , 4.70 , 5.08 , 1.85 , 93.3 , 87.8 , -0.62 
104,르위키,21S, 0.32 , 4 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 14.1 , 6 , 6 , 56 , 15 , 3 , 0 , 2 , 2 , 0 , 0 , 9 , 0 , 0 , 3.77 , 4.31 , 1.19 , 119.1 , 105.7 , 0.17 
105,김영규,21N, 0.32 , 37 , 0 , 0 , 8 , 5 , 3 , 0 , 6 , 63.2 , 40 , 38 , 286 , 69 , 8 , 0 , 10 , 28 , 0 , 1 , 42 , 0 , 3 , 5.37 , 5.42 , 1.52 , 84.5 , 83.6 , -0.56 
106,김상수,21S, 0.32 , 50 , 0 , 0 , 0 , 4 , 3 , 6 , 5 , 58.1 , 33 , 33 , 273 , 71 , 8 , 0 , 10 , 30 , 3 , 1 , 44 , 0 , 2 , 5.09 , 5.49 , 1.73 , 88.1 , 83.0 , -0.04 
107,장민재,21한, 0.32 , 12 , 0 , 0 , 6 , 0 , 2 , 0 , 0 , 29.1 , 17 , 9 , 128 , 34 , 7 , 0 , 4 , 8 , 1 , 0 , 13 , 0 , 1 , 2.76 , 4.94 , 1.43 , 158.6 , 90.3 , -0.01 
108,문용익,21삼, 0.31 , 22 , 0 , 0 , 0 , 2 , 0 , 0 , 2 , 22.0 , 11 , 11 , 98 , 21 , 3 , 0 , 3 , 10 , 0 , 1 , 19 , 0 , 4 , 4.50 , 4.88 , 1.41 , 100.3 , 93.0 , 0.28 
109,홍정우,21삼, 0.31 , 15 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 15.2 , 6 , 6 , 64 , 14 , 3 , 1 , 3 , 4 , 0 , 0 , 12 , 0 , 1 , 3.45 , 5.06 , 1.15 , 131.0 , 90.5 , -0.22 
110,배재준,21L, 0.30 , 15 , 0 , 0 , 6 , 2 , 2 , 0 , 0 , 32.2 , 17 , 15 , 151 , 42 , 10 , 0 , 1 , 13 , 0 , 3 , 23 , 0 , 1 , 4.13 , 3.79 , 1.68 , 104.4 , 115.7 , -0.48 
111,배민서,21N, 0.30 , 32 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 40.0 , 26 , 22 , 187 , 51 , 6 , 0 , 3 , 17 , 0 , 4 , 23 , 0 , 3 , 4.95 , 4.73 , 1.70 , 91.7 , 95.1 , 0.40 
112,하재훈,21S, 0.30 , 18 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 18.0 , 8 , 8 , 88 , 16 , 0 , 1 , 1 , 16 , 2 , 3 , 8 , 0 , 2 , 4.00 , 6.00 , 1.78 , 112.2 , 75.2 , -0.11 
113,전상현,21K, 0.29 , 15 , 0 , 0 , 0 , 1 , 0 , 0 , 7 , 13.0 , 6 , 5 , 59 , 15 , 3 , 0 , 1 , 6 , 0 , 0 , 8 , 0 , 1 , 3.46 , 4.49 , 1.62 , 128.5 , 99.2 , 0.44 
114,이상영,21L, 0.29 , 21 , 0 , 0 , 9 , 1 , 1 , 0 , 0 , 50.0 , 28 , 24 , 228 , 48 , 8 , 0 , 7 , 32 , 0 , 8 , 30 , 0 , 3 , 4.32 , 6.35 , 1.60 , 99.8 , 67.7 , -0.34 
115,임정호,21N, 0.27 , 60 , 0 , 0 , 0 , 0 , 4 , 0 , 12 , 34.2 , 20 , 16 , 165 , 37 , 4 , 1 , 2 , 25 , 2 , 3 , 24 , 0 , 0 , 4.15 , 4.95 , 1.79 , 109.3 , 91.0 , -0.66 
116,윤호솔,21한, 0.27 , 55 , 0 , 0 , 0 , 3 , 0 , 0 , 8 , 48.2 , 29 , 25 , 214 , 41 , 13 , 2 , 7 , 30 , 1 , 3 , 42 , 0 , 3 , 4.62 , 5.45 , 1.46 , 94.7 , 81.8 , 0.63 
117,장지수,21K, 0.26 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 14.1 , 6 , 5 , 67 , 9 , 2 , 0 , 1 , 13 , 0 , 3 , 5 , 0 , 1 , 3.14 , 6.89 , 1.54 , 141.6 , 64.7 , -0.07 
118,진명호,21롯, 0.25 , 33 , 0 , 0 , 0 , 2 , 2 , 0 , 3 , 24.1 , 14 , 13 , 107 , 20 , 5 , 0 , 3 , 14 , 0 , 2 , 24 , 0 , 1 , 4.81 , 4.94 , 1.40 , 94.5 , 90.5 , -0.65 
119,김준형,21키, 0.25 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 14.1 , 6 , 5 , 67 , 15 , 1 , 0 , 2 , 7 , 0 , 3 , 8 , 0 , 1 , 3.14 , 6.12 , 1.54 , 141.2 , 70.7 , 0.07 
120,김동혁,21키, 0.24 , 40 , 0 , 0 , 8 , 0 , 5 , 1 , 0 , 82.0 , 51 , 47 , 367 , 89 , 21 , 0 , 5 , 34 , 4 , 14 , 30 , 1 , 0 , 5.16 , 5.00 , 1.50 , 85.9 , 87.6 , -1.57 
121,송윤준,21한, 0.24 , 17 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 12.2 , 5 , 5 , 55 , 12 , 2 , 0 , 1 , 6 , 1 , 2 , 8 , 0 , 0 , 3.55 , 4.75 , 1.42 , 123.3 , 93.8 , -0.02 
122,채지선,21L, 0.24 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 17.1 , 8 , 6 , 87 , 15 , 5 , 0 , 0 , 20 , 0 , 0 , 18 , 2 , 2 , 3.12 , 4.72 , 2.02 , 138.5 , 93.9 , -0.10 
123,서동민,21S, 0.23 , 20 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 26.1 , 15 , 15 , 118 , 27 , 4 , 1 , 5 , 17 , 0 , 1 , 24 , 0 , 1 , 5.13 , 6.03 , 1.67 , 87.5 , 75.7 , 0.08 
124,배동현,21한, 0.23 , 20 , 0 , 0 , 4 , 1 , 3 , 0 , 0 , 38.0 , 21 , 19 , 177 , 34 , 9 , 1 , 3 , 25 , 0 , 4 , 26 , 2 , 1 , 4.50 , 5.28 , 1.55 , 97.3 , 84.5 , -0.76 
125,김인범,21키, 0.22 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.1 , 0 , 0 , 20 , 3 , 1 , 0 , 0 , 1 , 0 , 0 , 5 , 0 , 0 , 0.00 , 2.02 , 0.75 ,  , 218.3 , 0.03 
126,몽고메리,21삼, 0.21 , 11 , 0 , 0 , 11 , 2 , 5 , 0 , 0 , 52.0 , 33 , 31 , 244 , 46 , 5 , 1 , 3 , 38 , 0 , 4 , 55 , 0 , 4 , 5.37 , 4.39 , 1.62 , 84.1 , 102.0 , -0.71 
127,노건우,21삼, 0.21 , 16 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 19.0 , 10 , 10 , 82 , 10 , 1 , 0 , 2 , 14 , 0 , 1 , 19 , 0 , 2 , 4.74 , 5.07 , 1.26 , 95.3 , 88.9 , -0.57 
128,함덕주,21L, 0.20 , 16 , 0 , 0 , 3 , 1 , 2 , 0 , 1 , 21.0 , 11 , 10 , 98 , 20 , 2 , 1 , 2 , 13 , 1 , 3 , 18 , 0 , 2 , 4.29 , 5.00 , 1.57 , 100.6 , 86.3 , -0.43 
129,윤명준,21두, 0.17 , 45 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 45.2 , 28 , 24 , 208 , 53 , 6 , 0 , 3 , 20 , 2 , 4 , 26 , 1 , 1 , 4.73 , 4.49 , 1.60 , 91.2 , 96.7 , -0.44 
130,김지용,21L, 0.17 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4.0 , 0 , 0 , 16 , 2 , 2 , 0 , 0 , 1 , 0 , 1 , 5 , 0 , 0 , 0.00 , 2.33 , 0.75 ,  , 189.5 , 0.02 
131,이태양,21S, 0.16 , 40 , 0 , 0 , 14 , 5 , 10 , 0 , 4 , 103.2 , 66 , 66 , 456 , 123 , 23 , 1 , 25 , 32 , 1 , 1 , 62 , 0 , 2 , 5.73 , 6.20 , 1.50 , 78.3 , 73.8 , -1.18 
132,이재희,21삼, 0.16 , 5 , 0 , 0 , 5 , 0 , 1 , 0 , 0 , 21.2 , 13 , 13 , 95 , 24 , 3 , 1 , 2 , 10 , 0 , 0 , 17 , 0 , 2 , 5.40 , 4.35 , 1.57 , 83.6 , 103.7 , -0.06 
133,심창민,21삼, 0.16 , 59 , 0 , 0 , 0 , 3 , 2 , 0 , 16 , 51.1 , 32 , 29 , 238 , 47 , 12 , 0 , 8 , 32 , 0 , 6 , 58 , 1 , 2 , 5.08 , 5.32 , 1.54 , 88.8 , 85.3 , -0.43 
134,이승현,21삼, 0.14 , 41 , 0 , 0 , 0 , 1 , 4 , 0 , 7 , 39.1 , 24 , 23 , 174 , 35 , 8 , 0 , 3 , 23 , 0 , 3 , 46 , 0 , 5 , 5.26 , 3.97 , 1.48 , 85.8 , 113.2 , -0.32 
135,이상민,21삼, 0.13 , 30 , 0 , 0 , 0 , 1 , 1 , 0 , 3 , 24.2 , 15 , 13 , 110 , 28 , 6 , 1 , 2 , 14 , 0 , 0 , 14 , 0 , 1 , 4.74 , 4.95 , 1.70 , 95.2 , 90.8 , 0.31 
136,김진욱,21롯, 0.13 , 39 , 0 , 0 , 5 , 4 , 6 , 0 , 8 , 45.2 , 32 , 32 , 227 , 42 , 9 , 0 , 3 , 49 , 3 , 3 , 45 , 0 , 15 , 6.31 , 5.44 , 1.99 , 72.1 , 82.0 , -1.26 
